objectid,cdmid,title,format,thumb,images,source,date,creator,subjects,generalnote,sourceofdescription
special49,49,"News Release (April 19, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/54/00001/News_Release_Apr_19_1968_Peithm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/54/00001/News_Release_Apr_19_1968_Pei.pdf,http://ncf.sobek.ufl.edu/NCF0000754,"April 19, 1968",New College of Florida,History;Planning;Records and correspondence,Four page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special50,50,News Release (April 1964),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/80/00001/News_Release_Apr_1964_Cassthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/80/00001/News_Release_Apr_1964_Cass.pdf,http://ncf.sobek.ufl.edu/NCF0000080,April 1964,New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special51,51,"News Release (April, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/92/00001/News_Release_Apr_1965_Artiststhm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/92/00001/News_Release_Apr_1965_Artists.pdf,http://ncf.sobek.ufl.edu/NCF0000192,"April, 1965",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special52,52,"News Release (April, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/93/00001/News_Release_Apr_1965_Childressthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/93/00001/News_Release_Apr_1965_Childress.pdf,http://ncf.sobek.ufl.edu/NCF0000193,"April, 1965",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special53,53,"News Release (April, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/94/00001/News_Release_Apr_1965_Exhibitionthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/94/00001/News_Release_Apr_1965_Exhibition.pdf,http://ncf.sobek.ufl.edu/NCF0000194,"April, 1965",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special54,54,"News Release (April, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/95/00001/News_Release_Apr_1965_Gilbertthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/95/00001/News_Release_Apr_1965_Gilbert.pdf,http://ncf.sobek.ufl.edu/NCF0000195,"April, 1965",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special55,55,"News Release (April, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/96/00001/News_Release_Apr_1965_Recitalthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/96/00001/News_Release_Apr_1965_Recital.pdf,http://ncf.sobek.ufl.edu/NCF0000196,"April, 1965",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special56,56,"News Release (April, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/97/00001/News_Release_Apr_1965_Sanfordthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/97/00001/News_Release_Apr_1965_Sanford.pdf,http://ncf.sobek.ufl.edu/NCF0000197,"April, 1965",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special57,57,"News Release (April, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/98/00001/News_Release_Apr_1965_Sanford_Lecturethm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/98/00001/News_Release_Apr_1965_Sanford_Lecture.pdf,http://ncf.sobek.ufl.edu/NCF0000198,"April, 1965",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special58,58,"News Release (April, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/99/00001/News_Release_Apr_1965_Weiserthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/99/00001/News_Release_Apr_1965_Weiser.pdf,http://ncf.sobek.ufl.edu/NCF0000199,"April, 1965",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special59,59,"News Release (April, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/00/00001/News_Release_Apr_1965_Wrightthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/00/00001/News_Release_Apr_1965_Wright.pdf,http://ncf.sobek.ufl.edu/NCF0000200,"April, 1965",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special60,60,News Release (April 1968),application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/40/00001/News_Release_Ap_1968_Photo_Captionthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/40/00001/News_Release_Ap_1968_Photo_Caption.pdf,http://ncf.sobek.ufl.edu/NCF0000740,April 1968,New College of Florida,History;Planning;Records and correspondence,One page photograph caption.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special61,61,"News Release (April 2, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/42/00001/News_Release_Apr_02_1968_Henemanthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/42/00001/News_Release_Apr_02_1968_Heneman.pdf,http://ncf.sobek.ufl.edu/NCF0000742,"April 2, 1968",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special62,62,"News Release (April 21, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/87/00001/News_Release_Apr_21_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/87/00001/News_Release_Apr_21_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000187,"April 21, 1965",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special63,63,"News Release (April 21, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/55/00001/News_Release_Apr_21_1968_Poetrythm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/55/00001/News_Release_Apr_21_1968_Poetry.pdf,http://ncf.sobek.ufl.edu/NCF0000755,"April 21, 1968",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special64,64,"News Release (April 21, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/56/00001/News_Release_Apr_21_1968_Salethm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/56/00001/News_Release_Apr_21_1968_Sale.pdf,http://ncf.sobek.ufl.edu/NCF0000756,"April 21, 1968",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special65,65,"News Release (April 22, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/78/00001/News_Release_Apr_22_1964thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/00/78/00001/News_Release_Apr_22_1964.pdf,http://ncf.sobek.ufl.edu/NCF0000078,"April 22, 1964",New College of Florida,History;Planning;Records and correspondence,One page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special66,66,"News Release (April 22, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/57/00001/News_Release_Apr_22_1968_Grantthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/07/57/00001/News_Release_Apr_22_1968_Grant.pdf,http://ncf.sobek.ufl.edu/NCF0000757,"April 22, 1968",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
